id,name,description,image_url,kcals_per_serving
2140,"'CANDIES,HERSHEY'S POT OF GOLD ALMOND BAR'","'CANDIES,HERSHEY'S POT OF GOLD ALMOND BAR'",,577
2141,"'CANDIES,HERSHEY'S,ALMOND JOY BITES'","'CANDIES,HERSHEY'S,ALMOND JOY BITES'",,563
2142,"'CANDIES,JELLYBEANS'","'CANDIES,JELLYBEANS'",,375
2143,"'CANDIES,KIT KAT WAFER BAR'","'CANDIES,KIT KAT WAFER BAR'",,518
2144,"'CANDIES,KRACKEL CHOC BAR'","'CANDIES,KRACKEL CHOC BAR'",,512
2145,"'CANDIES,M&M MARS 3 MUSKETEERS TRUFFLE CRISP'","'CANDIES,M&M MARS 3 MUSKETEERS TRUFFLE CRISP'",,538
2146,"'CANDIES,M&M MARS PRETZEL CHOC CANDIES'","'CANDIES,M&M MARS PRETZEL CHOC CANDIES'",,447
2147,"'CANDIES,MARS SNACK US,COCOAVIA BLUEBERRY & ALMOND CHOC BAR'","'CANDIES,MARS SNACK US,COCOAVIA BLUEBERRY & ALMOND CHOC BAR'",,525
2148,"'CANDIES,MARS SNACK US,POP'ABLES 3 MUSKETEERS BITE SIZE'","'CANDIES,MARS SNACK US,POP'ABLES 3 MUSKETEERS BITE SIZE'",,443
2149,"'CANDIES,MARS SNACK US,STARBURST FRUIT CHEWS,FRT&CREM'","'CANDIES,MARS SNACK US,STARBURST FRUIT CHEWS,FRT&CREM'",,408
2150,"'CANDIES,MARS SNACKFOOD US,3 MUSKETEERS BAR'","'CANDIES,MARS SNACKFOOD US,3 MUSKETEERS BAR'",,436
2151,"'CANDIES,MARS SNACKFOOD US,COCOAVIA CHOC BAR'","'CANDIES,MARS SNACKFOOD US,COCOAVIA CHOC BAR'",,539
2152,"'CANDIES,MARS SNACKFOOD US,COCOAVIA CHOC COVERED ALMONDS'","'CANDIES,MARS SNACKFOOD US,COCOAVIA CHOC COVERED ALMONDS'",,573
2153,"'CANDIES,MARS SNACKFOOD US,COCOAVIA CRISPY CHOC BAR'","'CANDIES,MARS SNACKFOOD US,COCOAVIA CRISPY CHOC BAR'",,517
2154,"'CANDIES,MARS SNACKFOOD US,DOVE DK CHOC'","'CANDIES,MARS SNACKFOOD US,DOVE DK CHOC'",,520
2155,"'CANDIES,MARS SNACKFOOD US,DOVE MILK CHOC'","'CANDIES,MARS SNACKFOOD US,DOVE MILK CHOC'",,546
2156,"'CANDIES,MARS SNACKFOOD US,M&M'S ALMOND CHOC CANDIES'","'CANDIES,MARS SNACKFOOD US,M&M'S ALMOND CHOC CANDIES'",,522
2157,"'CANDIES,MARS SNACKFOOD US,M&M'S CRISPY CHOC CANDIES'","'CANDIES,MARS SNACKFOOD US,M&M'S CRISPY CHOC CANDIES'",,475
2158,"'CANDIES,MARS SNACKFOOD US,M&M'S MILK CHOC CANDIES'","'CANDIES,MARS SNACKFOOD US,M&M'S MILK CHOC CANDIES'",,492
2159,"'CANDIES,MARS SNACKFOOD US,M&M'S MINIS MILK CHOC CANDIES'","'CANDIES,MARS SNACKFOOD US,M&M'S MINIS MILK CHOC CANDIES'",,502
2160,"'CANDIES,MARS SNACKFOOD US,M&M'S PNUT BUTTER CHOC CANDIES'","'CANDIES,MARS SNACKFOOD US,M&M'S PNUT BUTTER CHOC CANDIES'",,529
2161,"'CANDIES,MARS SNACKFOOD US,M&M'S PNUT CHOC CANDIES'","'CANDIES,MARS SNACKFOOD US,M&M'S PNUT CHOC CANDIES'",,515
2162,"'CANDIES,MARS SNACKFOOD US,MARS ALMOND BAR'","'CANDIES,MARS SNACKFOOD US,MARS ALMOND BAR'",,467
2163,"'CANDIES,MARS SNACKFOOD US,MILKY WAY BAR'","'CANDIES,MARS SNACKFOOD US,MILKY WAY BAR'",,456
2164,"'CANDIES,MARS SNACKFOOD US,MILKY WAY CARML. DKCHOCCOV'","'CANDIES,MARS SNACKFOOD US,MILKY WAY CARML. DKCHOCCOV'",,458
2165,"'CANDIES,MARS SNACKFOOD US,MILKY WAY MIDNIGHT BAR'","'CANDIES,MARS SNACKFOOD US,MILKY WAY MIDNIGHT BAR'",,443
2166,"'CANDIES,MARS SNACKFOOD US,MILKYWAYCARAML,MILKCHOCOV'","'CANDIES,MARS SNACKFOOD US,MILKYWAYCARAML,MILKCHOCOV'",,463
2167,"'CANDIES,MARS SNACKFOOD US,POP MILKY WAY BITE SIZE'","'CANDIES,MARS SNACKFOOD US,POP MILKY WAY BITE SIZE'",,463
2168,"'CANDIES,MARS SNACKFOOD US,POP SNICKERS BITE SIZE CANDIES'","'CANDIES,MARS SNACKFOOD US,POP SNICKERS BITE SIZE CANDIES'",,480
2169,"'CANDIES,MARS SNACKFOOD US,SKITTLES ORIGINAL BITE SIZE CAND'","'CANDIES,MARS SNACKFOOD US,SKITTLES ORIGINAL BITE SIZE CAND'",,405
2170,"'CANDIES,MARS SNACKFOOD US,SKITTLES SOURS ORIGINAL'","'CANDIES,MARS SNACKFOOD US,SKITTLES SOURS ORIGINAL'",,401
2171,"'CANDIES,MARS SNACKFOOD US,SKITTLES TROPICAL BITE SIZE CAND'","'CANDIES,MARS SNACKFOOD US,SKITTLES TROPICAL BITE SIZE CAND'",,405
2172,"'CANDIES,MARS SNACKFOOD US,SKITTLES WILD BERRY BITE SIZE'","'CANDIES,MARS SNACKFOOD US,SKITTLES WILD BERRY BITE SIZE'",,402
2173,"'CANDIES,MARS SNACKFOOD US,SNICKERS ALMOND BAR'","'CANDIES,MARS SNACKFOOD US,SNICKERS ALMOND BAR'",,472
2174,"'CANDIES,MARS SNACKFOOD US,SNICKERS BAR'","'CANDIES,MARS SNACKFOOD US,SNICKERS BAR'",,491
2175,"'CANDIES,MARS SNACKFOOD US,SNICKERS CRUNCHER'","'CANDIES,MARS SNACKFOOD US,SNICKERS CRUNCHER'",,488
2176,"'CANDIES,MARS SNACKFOOD US,SNICKERS MUNCH BAR'","'CANDIES,MARS SNACKFOOD US,SNICKERS MUNCH BAR'",,536
2177,"'CANDIES,MARS SNACKFOOD US,STARBURST FRUIT CHEWS,ORIG FRUIT'","'CANDIES,MARS SNACKFOOD US,STARBURST FRUIT CHEWS,ORIG FRUIT'",,408
2178,"'CANDIES,MARS SNACKFOOD US,STARBURST FRUIT CHEWS,TROP'","'CANDIES,MARS SNACKFOOD US,STARBURST FRUIT CHEWS,TROP'",,409
2179,"'CANDIES,MARS SNACKFOOD US,STARBURST SOUR FRUIT CHEWS'","'CANDIES,MARS SNACKFOOD US,STARBURST SOUR FRUIT CHEWS'",,400
2180,"'CANDIES,MARS SNACKFOOD US,TWIX CARAMEL COOKIE BARS'","'CANDIES,MARS SNACKFOOD US,TWIX CARAMEL COOKIE BARS'",,502
2181,"'CANDIES,MARS SNACKFOOD US,TWIX CHOC FUDGE COOKIE BARS'","'CANDIES,MARS SNACKFOOD US,TWIX CHOC FUDGE COOKIE BARS'",,550
2182,"'CANDIES,MARS SNACKFOOD US,TWIX PNUT BUTTER COOKIE BARS'","'CANDIES,MARS SNACKFOOD US,TWIX PNUT BUTTER COOKIE BARS'",,536
2183,"'CANDIES,MARSHMALLOWS'","'CANDIES,MARSHMALLOWS'",,318
2184,"'CANDIES,MILK CHOC'","'CANDIES,MILK CHOC'",,535
2185,"'CANDIES,MILK CHOC COATD COFFEE BNS'","'CANDIES,MILK CHOC COATD COFFEE BNS'",,549
2186,"'CANDIES,MILK CHOC COATD PNUTS'","'CANDIES,MILK CHOC COATD PNUTS'",,519
2187,"'CANDIES,MILK CHOC COATD RAISINS'","'CANDIES,MILK CHOC COATD RAISINS'",,390
2188,"'CANDIES,MILK CHOC,W/ALMONDS'","'CANDIES,MILK CHOC,W/ALMONDS'",,526
2189,"'CANDIES,MILK CHOC,W/RICE CRL'","'CANDIES,MILK CHOC,W/RICE CRL'",,511
2190,"'CANDIES,MOUNDS CANDY BAR'","'CANDIES,MOUNDS CANDY BAR'",,486
2191,"'CANDIES,MR. GOODBAR CHOC BAR'","'CANDIES,MR. GOODBAR CHOC BAR'",,538
2192,"'CANDIES,NESTLE,100 GRAND BAR'","'CANDIES,NESTLE,100 GRAND BAR'",,468
2193,"'CANDIES,NESTLE,AFTER EIGHT MINTS'","'CANDIES,NESTLE,AFTER EIGHT MINTS'",,432
2194,"'CANDIES,NESTLE,BABY RUTH BAR'","'CANDIES,NESTLE,BABY RUTH BAR'",,459
2195,"'CANDIES,NESTLE,BIT-O'-HONEY CANDY CHEWS'","'CANDIES,NESTLE,BIT-O'-HONEY CANDY CHEWS'",,375
2196,"'CANDIES,NESTLE,BUTTERFINGER BAR'","'CANDIES,NESTLE,BUTTERFINGER BAR'",,459
2197,"'CANDIES,NESTLE,CHUNKY BAR'","'CANDIES,NESTLE,CHUNKY BAR'",,475
2198,"'CANDIES,NESTLE,CRUNCH BAR&DSSRT TOPPING'","'CANDIES,NESTLE,CRUNCH BAR&DSSRT TOPPING'",,500
2199,"'CANDIES,NESTLE,GOOBERS CHOC COVERED PNUTS'","'CANDIES,NESTLE,GOOBERS CHOC COVERED PNUTS'",,512
2200,"'CANDIES,NESTLE,OH HENRY! BAR'","'CANDIES,NESTLE,OH HENRY! BAR'",,462
2201,"'CANDIES,NESTLE,RAISINETS CHOC COVERED RAISINS'","'CANDIES,NESTLE,RAISINETS CHOC COVERED RAISINS'",,422
2202,"'CANDIES,NOUGAT,W/ ALMONDS'","'CANDIES,NOUGAT,W/ ALMONDS'",,398
2203,"'CANDIES,PEANUT BAR'","'CANDIES,PEANUT BAR'",,522
2204,"'CANDIES,PNUT BRITTLE,PREPARED-FROM-RECIPE'","'CANDIES,PNUT BRITTLE,PREPARED-FROM-RECIPE'",,486
2205,"'CANDIES,PRALINE,PREPARED-FROM-RECIPE'","'CANDIES,PRALINE,PREPARED-FROM-RECIPE'",,485
2206,"'CANDIES,REESE'S BITES'","'CANDIES,REESE'S BITES'",,521
2207,"'CANDIES,REESE'S FAST BREAK,CANDY BAR'","'CANDIES,REESE'S FAST BREAK,CANDY BAR'",,495
2208,"'CANDIES,REESE'S NUTRAGEOUS CANDY BAR'","'CANDIES,REESE'S NUTRAGEOUS CANDY BAR'",,517
2209,"'CANDIES,REESE'S PIECES CANDY'","'CANDIES,REESE'S PIECES CANDY'",,497
2210,"'CANDIES,REESE'S PNUT BUTTER CUPS'","'CANDIES,REESE'S PNUT BUTTER CUPS'",,515
2211,"'CANDIES,REESE'S,FAST BREAK,MILK CHOC PNT BTR & SFT NUGTS'","'CANDIES,REESE'S,FAST BREAK,MILK CHOC PNT BTR & SFT NUGTS'",,474
2212,"'CANDIES,ROLO CARAMELS IN MILK CHOC'","'CANDIES,ROLO CARAMELS IN MILK CHOC'",,474
2213,"'CANDIES,SEMISWEET CHOC'","'CANDIES,SEMISWEET CHOC'",,480
2214,"'CANDIES,SEMISWEET CHOC,MADE W/BUTTER'","'CANDIES,SEMISWEET CHOC,MADE W/BUTTER'",,477
2215,"'CANDIES,SESAME CRUNCH'","'CANDIES,SESAME CRUNCH'",,516
2216,"'CANDIES,SKOR TOFFEE BAR'","'CANDIES,SKOR TOFFEE BAR'",,535
2217,"'CANDIES,SOFT FRUIT & NUT SQUARES'","'CANDIES,SOFT FRUIT & NUT SQUARES'",,390
2218,"'CANDIES,SPL DK CHOC BAR'","'CANDIES,SPL DK CHOC BAR'",,556
2219,"'CANDIES,SUGAR-COATED ALMONDS'","'CANDIES,SUGAR-COATED ALMONDS'",,474
2220,"'CANDIES,SWEET CHOCOLATE'","'CANDIES,SWEET CHOCOLATE'",,507
2221,"'CANDIES,SWT CHOC COATD FONDANT'","'CANDIES,SWT CHOC COATD FONDANT'",,366
2222,"'CANDIES,SYMPHONY MILK CHOC BAR'","'CANDIES,SYMPHONY MILK CHOC BAR'",,531
2223,"'CANDIES,TAFFY,PREPARED-FROM-RECIPE'","'CANDIES,TAFFY,PREPARED-FROM-RECIPE'",,397
2224,"'CANDIES,TOFFEE,PREPARED-FROM-RECIPE'","'CANDIES,TOFFEE,PREPARED-FROM-RECIPE'",,560
2225,"'CANDIES,TOOTSIE ROLL,CHOCOLATE-FLAVOR ROLL'","'CANDIES,TOOTSIE ROLL,CHOCOLATE-FLAVOR ROLL'",,387
2226,"'CANDIES,TRUFFLES,PREPARED-FROM-RECIPE'","'CANDIES,TRUFFLES,PREPARED-FROM-RECIPE'",,510
2227,"'CANDIES,TWIZZLERS CHERRY BITES'","'CANDIES,TWIZZLERS CHERRY BITES'",,338
2228,"'CANDIES,TWIZZLERS NIBS CHERRY BITS'","'CANDIES,TWIZZLERS NIBS CHERRY BITS'",,347
2229,"'CANDIES,TWIZZLERS STRAWBERRY TWISTS CANDY'","'CANDIES,TWIZZLERS STRAWBERRY TWISTS CANDY'",,350
2230,"'CANDIES,WHATCHAMACALLIT CANDY BAR'","'CANDIES,WHATCHAMACALLIT CANDY BAR'",,494
2231,"'CANDIES,WHITE CHOC'","'CANDIES,WHITE CHOC'",,539
2232,"'CANDIES,YORK BITES'","'CANDIES,YORK BITES'",,394
2233,"'CANDIES,YORK PEPPERMINT PATTIE'","'CANDIES,YORK PEPPERMINT PATTIE'",,384
2234,"'CAPERS,CANNED'","'CAPERS,CANNED'",,23
2235,"'CARAMBOLA,(STARFRUIT),RAW'","'CARAMBOLA,(STARFRUIT),RAW'",,31
2236,'CARAWAY SEED','CARAWAY SEED',,333
2237,"'CARB BEV,LO CAL,COLA OR PEP,W/ ASPRT, CAF'","'CARB BEV,LO CAL,COLA OR PEP,W/ ASPRT, CAF'",,2
2238,"'CARB BEV,LO CAL,OTHR THN COLA OR PEPPER,W/ ASPRT,CONTNS CAFF'","'CARB BEV,LO CAL,OTHR THN COLA OR PEPPER,W/ ASPRT,CONTNS CAFF'",,0
2239,"'CARBONATED BEV,CHOCOLATE-FLAVORED SODA'","'CARBONATED BEV,CHOCOLATE-FLAVORED SODA'",,42
2240,"'CARBONATED BEV,CLUB SODA'","'CARBONATED BEV,CLUB SODA'",,0
2241,"'CARBONATED BEV,COLA'","'CARBONATED BEV,COLA'",,41
2242,"'CARBONATED BEV,COLA,CONTAINS CAFFEINE,FAST-FOOD COLA'","'CARBONATED BEV,COLA,CONTAINS CAFFEINE,FAST-FOOD COLA'",,37
2243,"'CARBONATED BEV,COLA,WO/CAFFEINE'","'CARBONATED BEV,COLA,WO/CAFFEINE'",,41
2244,"'CARBONATED BEV,CRM SODA'","'CARBONATED BEV,CRM SODA'",,51
2245,"'CARBONATED BEV,GINGER ALE'","'CARBONATED BEV,GINGER ALE'",,34
2246,"'CARBONATED BEV,GRAPE SODA'","'CARBONATED BEV,GRAPE SODA'",,43
2247,"'CARBONATED BEV,LEMON-LIME SODA,NO CAFFEINE'","'CARBONATED BEV,LEMON-LIME SODA,NO CAFFEINE'",,41
2248,"'CARBONATED BEV,LO CAL,COLA OR PEPPR-TYPE,W/ ASPRT,WO/ CAFFEN'","'CARBONATED BEV,LO CAL,COLA OR PEPPR-TYPE,W/ ASPRT,WO/ CAFFEN'",,1
2249,"'CARBONATED BEV,LO CAL,COLA OR PEPR,W/ NA SACC,CONTAINS CAFFN'","'CARBONATED BEV,LO CAL,COLA OR PEPR,W/ NA SACC,CONTAINS CAFFN'",,0
2250,"'CARBONATED BEV,LO CAL,OTHER THAN COLA OR PEPPER,WO/ CAFFEINE'","'CARBONATED BEV,LO CAL,OTHER THAN COLA OR PEPPER,WO/ CAFFEINE'",,0
2251,"'CARBONATED BEV,LOCAL,OTHR THAN COLA OR PEP,W/ NA SAC,WO/ CAF'","'CARBONATED BEV,LOCAL,OTHR THAN COLA OR PEP,W/ NA SAC,WO/ CAF'",,0
2252,"'CARBONATED BEV,ORANGE'","'CARBONATED BEV,ORANGE'",,48
2253,"'CARBONATED BEV,PEPPER-TYPE,CONTAINS CAFFEINE'","'CARBONATED BEV,PEPPER-TYPE,CONTAINS CAFFEINE'",,41
2254,"'CARBONATED BEV,RED SUGAR,COLA,CONTAINS CAFFEINE & SWEETENERS'","'CARBONATED BEV,RED SUGAR,COLA,CONTAINS CAFFEINE & SWEETENERS'",,20
2255,"'CARBONATED BEV,ROOT BEER'","'CARBONATED BEV,ROOT BEER'",,41
2256,"'CARBONATED BEV,SPRITE,LEMON-LIME,WO/ CAFFEINE'","'CARBONATED BEV,SPRITE,LEMON-LIME,WO/ CAFFEINE'",,40
2257,"'CARBONATED BEV,TONIC H2O'","'CARBONATED BEV,TONIC H2O'",,34
2258,"'CARDOON,CKD,BLD,DRND,W/SALT'","'CARDOON,CKD,BLD,DRND,W/SALT'",,20
2259,"'CARDOON,CKD,BLD,DRND,WO/SALT'","'CARDOON,CKD,BLD,DRND,WO/SALT'",,22
2260,"'CARDOON,RAW'","'CARDOON,RAW'",,17
2261,"'CARIBOU,BONE MARROW,RAW (ALASKA NATIVE)'","'CARIBOU,BONE MARROW,RAW (ALASKA NATIVE)'",,786
2262,"'CARIBOU,EYE,RAW (ALASKA NATIVE)'","'CARIBOU,EYE,RAW (ALASKA NATIVE)'",,326
2263,"'CARIBOU,HIND QUARTER MEAT,RAW (ALASKA NATIVE)'","'CARIBOU,HIND QUARTER MEAT,RAW (ALASKA NATIVE)'",,122
2264,"'CARIBOU,HIND QUARTER,MEAT,CKD (ALASKA NATIVE)'","'CARIBOU,HIND QUARTER,MEAT,CKD (ALASKA NATIVE)'",,159
2265,"'CARIBOU,LIVER,RAW (ALASKA NATIVE)'","'CARIBOU,LIVER,RAW (ALASKA NATIVE)'",,122
2266,"'CARIBOU,RUMP MEAT,HALF DRIED (ALASKA NATIVE)'","'CARIBOU,RUMP MEAT,HALF DRIED (ALASKA NATIVE)'",,255
2267,"'CARIBOU,SHLDR MEAT,DRIED (ALASKA NATIVE)'","'CARIBOU,SHLDR MEAT,DRIED (ALASKA NATIVE)'",,271
2268,"'CARIBOU,TONGUE,RAW (ALASKA NATIVE)'","'CARIBOU,TONGUE,RAW (ALASKA NATIVE)'",,260
2269,"'CARISSA,(NATAL-PLUM),RAW'","'CARISSA,(NATAL-PLUM),RAW'",,62
2270,"'CARL BUDDIG,CKD CORNED BF,CHOPD,PRESSED'","'CARL BUDDIG,CKD CORNED BF,CHOPD,PRESSED'",,142
2271,"'CARL BUDDIG,SMOKED SLICED BF'","'CARL BUDDIG,SMOKED SLICED BF'",,139
2272,"'CARL BUDDIG,SMOKED SLICED CHICK,LT&DK MEAT'","'CARL BUDDIG,SMOKED SLICED CHICK,LT&DK MEAT'",,165
2273,"'CARL BUDDIG,SMOKED SLICED HAM'","'CARL BUDDIG,SMOKED SLICED HAM'",,163
2274,"'CARL BUDDIG,SMOKED SLICED TURKEY,LT&DK MEAT'","'CARL BUDDIG,SMOKED SLICED TURKEY,LT&DK MEAT'",,160
2275,"'CARL BUDDIG. CKD SMOKED BF PASTRAMI,CHOPD,PRESSED'","'CARL BUDDIG. CKD SMOKED BF PASTRAMI,CHOPD,PRESSED'",,141
2276,'CAROB FLOUR','CAROB FLOUR',,222
2277,"'CAROB-FLAVOR BEV MIX,PDR'","'CAROB-FLAVOR BEV MIX,PDR'",,372
2278,"'CAROB-FLAVOR BEV MIX,PDR,PREP W/ WHL MILK'","'CAROB-FLAVOR BEV MIX,PDR,PREP W/ WHL MILK'",,75
2279,"'CARP,COOKED,DRY HEAT'","'CARP,COOKED,DRY HEAT'",,162
2280,"'CARP,RAW'","'CARP,RAW'",,127
2281,"'CARRABBA'S ITALIAN GRILL,CHICK PARMESAN WO/ CAVATAPPI PASTA'","'CARRABBA'S ITALIAN GRILL,CHICK PARMESAN WO/ CAVATAPPI PASTA'",,206
2282,"'CARRABBA'S ITALIAN GRILL,CHS RAVIOLI W/ MARINARA SAU'","'CARRABBA'S ITALIAN GRILL,CHS RAVIOLI W/ MARINARA SAU'",,156
2283,"'CARRABBA'S ITALIAN GRILL,LASAGNE'","'CARRABBA'S ITALIAN GRILL,LASAGNE'",,191
2284,"'CARRABBA'S ITALIAN GRILL,SPAGHETTI W/ MEAT SAU'","'CARRABBA'S ITALIAN GRILL,SPAGHETTI W/ MEAT SAU'",,122
2285,"'CARRABBA'S ITALIAN GRILL,SPAGHETTI W/ POMODORO SAU'","'CARRABBA'S ITALIAN GRILL,SPAGHETTI W/ POMODORO SAU'",,104
2286,"'CARROT JUICE,CANNED'","'CARROT JUICE,CANNED'",,40
2287,"'CARROT,DEHYDRATED'","'CARROT,DEHYDRATED'",,341
2288,"'CARROTS,BABY,RAW'","'CARROTS,BABY,RAW'",,35
2289,"'CARROTS,CKD,BLD,DRND,W/SALT'","'CARROTS,CKD,BLD,DRND,W/SALT'",,35
2290,"'CARROTS,CKD,BLD,DRND,WO/SALT'","'CARROTS,CKD,BLD,DRND,WO/SALT'",,35
2291,"'CARROTS,CND,NO SALT ,DRND SOL'","'CARROTS,CND,NO SALT ,DRND SOL'",,25
2292,"'CARROTS,CND,NO SALT,SOL&LIQUIDS'","'CARROTS,CND,NO SALT,SOL&LIQUIDS'",,23
2293,"'CARROTS,CND,REG PK,DRND SOL'","'CARROTS,CND,REG PK,DRND SOL'",,25
2294,"'CARROTS,CND,REG PK,SOL&LIQUIDS'","'CARROTS,CND,REG PK,SOL&LIQUIDS'",,23
2295,"'CARROTS,FROZEN,UNPREPARED'","'CARROTS,FROZEN,UNPREPARED'",,36
2296,"'CARROTS,FRZ,CKD,BLD,DRND,W/SALT'","'CARROTS,FRZ,CKD,BLD,DRND,W/SALT'",,37
2297,"'CARROTS,FRZ,CKD,BLD,DRND,WO/SALT'","'CARROTS,FRZ,CKD,BLD,DRND,WO/SALT'",,37
2298,"'CARROTS,RAW'","'CARROTS,RAW'",,41
2299,"'CASHEW BUTTER,PLN,W/SALT'","'CASHEW BUTTER,PLN,W/SALT'",,609
2300,"'CASHEW BUTTER,PLN,WO/SALT'","'CASHEW BUTTER,PLN,WO/SALT'",,587
2301,"'CASHEW NUTS,DRY RSTD,W/SALT'","'CASHEW NUTS,DRY RSTD,W/SALT'",,574
2302,"'CASHEW NUTS,DRY RSTD,WO/SALT'","'CASHEW NUTS,DRY RSTD,WO/SALT'",,574
2303,"'CASHEW NUTS,OIL RSTD,W/SALT'","'CASHEW NUTS,OIL RSTD,W/SALT'",,581
2304,"'CASHEW NUTS,OIL RSTD,WO/SALT'","'CASHEW NUTS,OIL RSTD,WO/SALT'",,580
2305,"'CASSAVA,RAW'","'CASSAVA,RAW'",,160
2306,"'CATFISH,CHANNEL,CKD,BREADED&FRIED'","'CATFISH,CHANNEL,CKD,BREADED&FRIED'",,229
2307,"'CATFISH,CHANNEL,FARMED,CKD,DRY HEAT'","'CATFISH,CHANNEL,FARMED,CKD,DRY HEAT'",,144
2308,"'CATFISH,CHANNEL,FARMED,RAW'","'CATFISH,CHANNEL,FARMED,RAW'",,119
2309,"'CATFISH,CHANNEL,WILD,CKD,DRY HEAT'","'CATFISH,CHANNEL,WILD,CKD,DRY HEAT'",,105
2310,"'CATFISH,CHANNEL,WILD,RAW'","'CATFISH,CHANNEL,WILD,RAW'",,95
2311,'Catsup','Catsup',,101
2312,"'CATSUP,LOW SODIUM'","'CATSUP,LOW SODIUM'",,101
2313,"'CATTAIL,NARROW LEAF SHOOTS (NORTHERN PLAINS INDIANS)'","'CATTAIL,NARROW LEAF SHOOTS (NORTHERN PLAINS INDIANS)'",,25
2314,"'CAULIFLOWER,CKD,BLD,DRND,W/SALT'","'CAULIFLOWER,CKD,BLD,DRND,W/SALT'",,23
2315,"'CAULIFLOWER,CKD,BLD,DRND,WO/SALT'","'CAULIFLOWER,CKD,BLD,DRND,WO/SALT'",,23
2316,"'CAULIFLOWER,FRZ,CKD,BLD,DRND,W/SALT'","'CAULIFLOWER,FRZ,CKD,BLD,DRND,W/SALT'",,17
2317,"'CAULIFLOWER,FRZ,CKD,BLD,DRND,WO/SALT'","'CAULIFLOWER,FRZ,CKD,BLD,DRND,WO/SALT'",,19
2318,"'CAULIFLOWER,FRZ,UNPREP'","'CAULIFLOWER,FRZ,UNPREP'",,24
2319,"'CAULIFLOWER,GREEN,RAW'","'CAULIFLOWER,GREEN,RAW'",,31
2320,"'CAULIFLOWER,GRN,CKD,NO SALT ADDED'","'CAULIFLOWER,GRN,CKD,NO SALT ADDED'",,32
2321,"'CAULIFLOWER,GRN,CKD,W/ SALT'","'CAULIFLOWER,GRN,CKD,W/ SALT'",,32
2322,"'CAULIFLOWER,RAW'","'CAULIFLOWER,RAW'",,25
2323,"'CAVIAR,BLACK&RED,GRANULAR'","'CAVIAR,BLACK&RED,GRANULAR'",,264
2324,"'CELERIAC,CKD,BLD,DRND,W/SALT'","'CELERIAC,CKD,BLD,DRND,W/SALT'",,27
2325,"'CELERIAC,CKD,BLD,DRND,WO/SALT'","'CELERIAC,CKD,BLD,DRND,WO/SALT'",,27
2326,"'CELERIAC,RAW'","'CELERIAC,RAW'",,42
2327,"'CELERY FLAKES,DRIED'","'CELERY FLAKES,DRIED'",,319
2328,'CELERY SEED','CELERY SEED',,392
2329,"'CELERY,CKD,BLD,DRND,W/SALT'","'CELERY,CKD,BLD,DRND,W/SALT'",,18
2330,"'CELERY,CKD,BLD,DRND,WO/SALT'","'CELERY,CKD,BLD,DRND,WO/SALT'",,18
2331,"'CELERY,RAW'","'CELERY,RAW'",,16
2332,"'CELTUCE,RAW'","'CELTUCE,RAW'",,18
2333,"'CEREALS RTE,ALPEN'","'CEREALS RTE,ALPEN'",,352
2334,"'CEREALS RTE,BARBARA'S PUFFINS,ORIGINAL'","'CEREALS RTE,BARBARA'S PUFFINS,ORIGINAL'",,333
2335,"'CEREALS RTE,BEAR NAKED NUT CLUSTER CRUNCH,HONEY ALMOND'","'CEREALS RTE,BEAR NAKED NUT CLUSTER CRUNCH,HONEY ALMOND'",,369
2336,"'CEREALS RTE,BEAR NAKED NUT CLUSTER CRUNCH,MAPLE PECAN WALNUT'","'CEREALS RTE,BEAR NAKED NUT CLUSTER CRUNCH,MAPLE PECAN WALNUT'",,374
2337,"'CEREALS RTE,CASCADIAN FARM,CINN CRUNCH'","'CEREALS RTE,CASCADIAN FARM,CINN CRUNCH'",,407
2338,"'CEREALS RTE,CASCADIAN FARM,HONEY NUT O'S'","'CEREALS RTE,CASCADIAN FARM,HONEY NUT O'S'",,371
2339,"'CEREALS RTE,CASCADIAN FARM,MULTI-GRAIN SQUARES'","'CEREALS RTE,CASCADIAN FARM,MULTI-GRAIN SQUARES'",,387
2340,"'CEREALS RTE,CHOCOLATE-FLAVORED FRSTD PUFFED CORN'","'CEREALS RTE,CHOCOLATE-FLAVORED FRSTD PUFFED CORN'",,405
2341,"'CEREALS RTE,FAMILIA'","'CEREALS RTE,FAMILIA'",,388
2342,"'CEREALS RTE,FRSTD OAT CRL W/MARSHMALLOWS'","'CEREALS RTE,FRSTD OAT CRL W/MARSHMALLOWS'",,400
2343,"'CEREALS RTE,GENERAL MILLS CINN CHEX'","'CEREALS RTE,GENERAL MILLS CINN CHEX'",,403
2344,"'CEREALS RTE,GENERAL MILLS CORN CHEX'","'CEREALS RTE,GENERAL MILLS CORN CHEX'",,370
2345,"'CEREALS RTE,GENERAL MILLS,25% LESS SUGAR CINN TOAST CRUNCH'","'CEREALS RTE,GENERAL MILLS,25% LESS SUGAR CINN TOAST CRUNCH'",,386
2346,"'CEREALS RTE,GENERAL MILLS,25% LESS SUGAR TRIX'","'CEREALS RTE,GENERAL MILLS,25% LESS SUGAR TRIX'",,383
2347,"'CEREALS RTE,GENERAL MILLS,APPL CINN CHEERIOS'","'CEREALS RTE,GENERAL MILLS,APPL CINN CHEERIOS'",,387
2348,"'CEREALS RTE,GENERAL MILLS,APPL CINN CHEX'","'CEREALS RTE,GENERAL MILLS,APPL CINN CHEX'",,408
